iisID,age,education,job,gender,region,ethnicity,tk2017,tk2021
559207,22,MBO 2-4,Part-time employed,Male,South  of the country,Dutch origin,NA,NA
559211,37,Master,Full-time employed,Male,West of the country,Dutch origin,Not,NA
559212,37,MBO 2-4,Part-time employed,Male,West of the country,Dutch origin,PvdD,NA
559214,38,Master,Housewife/Househusband or else,Male,"Three big cities (Amsterdam, Rotterdam, The Hague)",NA,FvD,NA
559215,43,Bachelor,Full-time employed,Male,"Three big cities (Amsterdam, Rotterdam, The Hague)",Second generation Western immigrant,VVD,NA
559216,42,MBO 2-4,Unemployed and not searching for a job or incapacitated,Male,"Three big cities (Amsterdam, Rotterdam, The Hague)",Dutch origin,Not,NA
559217,46,HAVO/VWO,Part-time employed,Male,West of the country,Dutch origin,NA,NA
559218,39,Bachelor,Part-time employed,Male,West of the country,Dutch origin,CDA,NA
559219,39,Master,Full-time employed,Male,North  of the country,Dutch origin,PvdA,NA
559227,43,Bachelor,Full-time employed,Male,South  of the country,Dutch origin,VVD,NA
559228,44,Master,Part-time employed,Male,South  of the country,Dutch origin,GL,NA
559229,47,Master,Full-time employed,Female,South  of the country,Dutch origin,VVD,NA
559231,74,MBO 2-4,Retired,Male,"Three big cities (Amsterdam, Rotterdam, The Hague)",Dutch origin,NA,NA
559233,48,VMBO-T,Full-time employed,Male,"Three big cities (Amsterdam, Rotterdam, The Hague)",Dutch origin,SP,NA
559234,43,"VMBO, MBO 1",Full-time employed,Female,"Three big cities (Amsterdam, Rotterdam, The Hague)",Dutch origin,GL,PvdA
559236,64,VMBO-T,Unemployed and not searching for a job or incapacitated,Male,West of the country,Dutch origin,PvdD,PvdD
559239,50,VMBO-T,Unemployed and not searching for a job or incapacitated,Male,East  of the country,Dutch origin,Not,PVV
559240,65,VMBO-T,Retired,Female,West of the country,Dutch origin,PvdA,PvdA
559242,47,MBO 2-4,Part-time employed,Male,North  of the country,Dutch origin,SP,NA
559243,42,"VMBO, MBO 1",Part-time employed,Male,South  of the country,Dutch origin,PVV,VVD
559245,79,"VMBO, MBO 1",Retired,Male,South  of the country,Dutch origin,GL,NA
559246,67,HAVO/VWO,Retired,Male,West of the country,Dutch origin,SP,SP
559247,36,MBO 2-4,Full-time employed,Male,South  of the country,Dutch origin,Not,FvD
559248,74,MBO 2-4,Retired,Male,West of the country,Dutch origin,Not,PvdD
559249,69,HAVO/VWO,Retired,Female,South  of the country,Dutch origin,VVD,VVD
559251,61,MBO 2-4,Entrepreneur,Female,East  of the country,Dutch origin,VVD,VVD
559252,71,MBO 2-4,Retired,Female,East  of the country,Dutch origin,50+,NA
559253,71,MBO 2-4,Retired,Male,West of the country,Dutch origin,PVV,PVV
559255,68,MBO 2-4,Retired,Male,East  of the country,Dutch origin,GL,VVD
559257,54,HAVO/VWO,Unemployed and not searching for a job or incapacitated,Male,South  of the country,Dutch origin,50+,D66
559259,55,MBO 2-4,Part-time employed,Female,South  of the country,Dutch origin,PVV,FvD
559260,65,HAVO/VWO,Unemployed and not searching for a job or incapacitated,Male,East  of the country,Dutch origin,50+,NA
559261,66,VMBO-T,Retired,Male,East  of the country,Dutch origin,VVD,NA
559262,61,MBO 2-4,Housewife/Househusband or else,Male,South  of the country,Dutch origin,SP,NA
559263,27,MBO 2-4,Full-time employed,Male,West of the country,Dutch origin,SP,NA
559264,76,MBO 2-4,Retired,Female,West of the country,Dutch origin,GL,GL
559265,42,MBO 2-4,Full-time employed,Male,"Three big cities (Amsterdam, Rotterdam, The Hague)",Dutch origin,PvdA,SP
559267,60,MBO 2-4,Part-time employed,Male,East  of the country,First generation Western immigrant,Not,NA
559271,76,MBO 2-4,Retired,Female,South  of the country,Dutch origin,GL,VVD
559272,63,MBO 2-4,Retired,Female,North  of the country,Dutch origin,PVV,PVV
559274,63,HAVO/VWO,Retired,Female,West of the country,Dutch origin,Not,GL
559275,71,VMBO-T,Retired,Female,North  of the country,Dutch origin,Other,CDA
559277,59,HAVO/VWO,Part-time employed,Male,"Three big cities (Amsterdam, Rotterdam, The Hague)",Dutch origin,D66,D66
559278,30,VMBO-T,Part-time employed,Male,West of the country,Dutch origin,VVD,NA
559279,62,VMBO-T,Part-time employed,Male,South  of the country,Dutch origin,CDA,NA
559281,24,Master,Student or full-time education,Female,South  of the country,Dutch origin,D66,NA
559283,45,HAVO/VWO,Entrepreneur,Male,"Three big cities (Amsterdam, Rotterdam, The Hague)",Dutch origin,ChristenUnie,NA
559285,47,MBO 2-4,Part-time employed,Male,West of the country,Dutch origin,FvD,NA
559289,74,VMBO-T,Retired,Male,West of the country,Dutch origin,50+,NA
559292,71,MBO 2-4,Retired,Male,"Three big cities (Amsterdam, Rotterdam, The Hague)",Dutch origin,Not,NA
559297,50,HAVO/VWO,Part-time employed,Male,South  of the country,Dutch origin,Not,D66
559298,69,HAVO/VWO,Part-time employed,Female,North  of the country,Dutch origin,CDA,CDA
559299,50,"VMBO, MBO 1",Full-time employed,Female,South  of the country,Dutch origin,CDA,NA
559300,20,MBO 2-4,Unemployed and not searching for a job or incapacitated,Male,North  of the country,First generation non-Western immigrant,PvdA,NA
559301,39,"VMBO, MBO 1",Full-time employed,Female,West of the country,Dutch origin,FvD,NA
559302,42,MBO 2-4,Unemployed and not searching for a job or incapacitated,Female,West of the country,Dutch origin,FvD,NA
559307,21,Bachelor,Part-time employed,Female,"Three big cities (Amsterdam, Rotterdam, The Hague)",Dutch origin,Not,NA
559308,21,MBO 2-4,Student or full-time education,Male,"Three big cities (Amsterdam, Rotterdam, The Hague)",Dutch origin,SP,NA
559314,48,MBO 2-4,Full-time employed,Female,West of the country,Dutch origin,CDA,NA
559315,45,"VMBO, MBO 1",Housewife/Househusband or else,Male,North  of the country,Dutch origin,ChristenUnie,NA
559319,19,Bachelor,Student or full-time education,Male,North  of the country,Dutch origin,New,NA
559322,22,Bachelor,Full-time employed,Male,South  of the country,Dutch origin,PvdD,NA
559329,63,Master,Part-time employed,Male,"Three big cities (Amsterdam, Rotterdam, The Hague)",Dutch origin,GL,NA
559332,34,MBO 2-4,Full-time employed,Female,"Three big cities (Amsterdam, Rotterdam, The Hague)",Dutch origin,D66,NA
559337,38,HAVO/VWO,Part-time employed,Male,South  of the country,Dutch origin,FvD,NA
559339,41,Bachelor,Housewife/Househusband or else,Male,"Three big cities (Amsterdam, Rotterdam, The Hague)",Dutch origin,GL,NA
559340,40,Bachelor,Part-time employed,Male,West of the country,Dutch origin,PVV,NA
559345,37,Master,Part-time employed,Male,West of the country,Dutch origin,D66,NA
559351,41,MBO 2-4,Part-time employed,Male,West of the country,Dutch origin,SP,NA
559354,42,MBO 2-4,Part-time employed,Male,"Three big cities (Amsterdam, Rotterdam, The Hague)",Dutch origin,FvD,NA
559356,44,Bachelor,Full-time employed,Male,South  of the country,First generation Western immigrant,Not,NA
559360,59,VMBO-T,Full-time employed,Female,West of the country,Dutch origin,50+,PVV
559362,68,MBO 2-4,Part-time employed,Male,South  of the country,Dutch origin,D66,D66
559363,77,"VMBO, MBO 1",Retired,Male,East  of the country,Dutch origin,VVD,PVV
559365,41,HAVO/VWO,Full-time employed,Female,South  of the country,Dutch origin,CDA,CDA
559366,51,Elementary,Housewife/Househusband or else,Male,North  of the country,First generation Western immigrant,PVV,VVD
559367,50,"VMBO, MBO 1",Entrepreneur,Female,North  of the country,Dutch origin,Not,NA
559369,72,VMBO-T,Retired,Male,East  of the country,Dutch origin,PvdA,NA
559370,73,Master,Retired,Female,East  of the country,Dutch origin,SP,NA
559371,62,"VMBO, MBO 1",Unemployed and not searching for a job or incapacitated,Female,North  of the country,Dutch origin,PVV,NA
559374,65,VMBO-T,Unemployed and not searching for a job or incapacitated,Female,West of the country,Dutch origin,ChristenUnie,ChristenUnie
559376,73,MBO 2-4,Retired,Female,West of the country,Dutch origin,PVV,PVV
559378,55,MBO 2-4,Housewife/Househusband or else,Male,East  of the country,Dutch origin,Not,NA
559380,67,HAVO/VWO,Retired,Male,West of the country,Dutch origin,CDA,CDA
559381,30,MBO 2-4,Full-time employed,Female,West of the country,Dutch origin,GL,PvdA
559383,53,MBO 2-4,Part-time employed,Male,West of the country,Dutch origin,ChristenUnie,NA
559384,44,MBO 2-4,Full-time employed,Female,"Three big cities (Amsterdam, Rotterdam, The Hague)",First generation Western immigrant,GL,PVV
559385,65,HAVO/VWO,Entrepreneur,Female,South  of the country,Dutch origin,VVD,NA
559387,46,MBO 2-4,Part-time employed,Male,West of the country,Dutch origin,50+,PVV
559389,79,HAVO/VWO,Retired,Female,"Three big cities (Amsterdam, Rotterdam, The Hague)",Dutch origin,FvD,FvD
559390,44,MBO 2-4,Entrepreneur,Male,East  of the country,Dutch origin,Not,VVD
559394,30,MBO 2-4,Housewife/Househusband or else,Female,North  of the country,Dutch origin,VVD,VVD
559395,51,MBO 2-4,Part-time employed,Male,West of the country,Dutch origin,VVD,VVD
559404,66,MBO 2-4,Part-time employed,Male,South  of the country,First generation non-Western immigrant,PvdA,SP
559413,55,MBO 2-4,Part-time employed,Female,West of the country,Dutch origin,PVV,PVV
559414,51,MBO 2-4,Full-time employed,Female,West of the country,Dutch origin,PVV,NA
559415,74,MBO 2-4,Retired,Female,North  of the country,Dutch origin,CDA,NA
559417,46,"VMBO, MBO 1",Unemployed and searching for a job,Male,South  of the country,Dutch origin,Not,NA
559422,33,Bachelor,Full-time employed,Female,North  of the country,Dutch origin,SP,NA
559424,70,MBO 2-4,Part-time employed,Female,West of the country,Dutch origin,FvD,PVV
559425,68,MBO 2-4,Retired,Female,South  of the country,Dutch origin,D66,D66
559428,22,MBO 2-4,Full-time employed,Female,North  of the country,Dutch origin,PVV,NA
559429,73,HAVO/VWO,Retired,Male,"Three big cities (Amsterdam, Rotterdam, The Hague)",Dutch origin,PvdA,Other
559433,63,MBO 2-4,Part-time employed,Female,South  of the country,Dutch origin,NA,NA
559434,52,MBO 2-4,Full-time employed,Female,South  of the country,Dutch origin,PVV,NA
559435,82,MBO 2-4,Retired,Female,West of the country,Dutch origin,50+,VVD
559436,69,MBO 2-4,Retired,Female,North  of the country,Dutch origin,CDA,CDA
559438,41,MBO 2-4,Part-time employed,Female,South  of the country,Dutch origin,D66,D66
559439,23,Bachelor,Full-time employed,Male,West of the country,Dutch origin,VVD,NA
559440,61,MBO 2-4,Part-time employed,Male,South  of the country,Dutch origin,PVV,FvD
559447,37,"VMBO, MBO 1",Part-time employed,Female,South  of the country,Dutch origin,PVV,PVV
559448,66,Master,Retired,Male,South  of the country,Second generation Western immigrant,SP,NA
559449,22,Bachelor,Student or full-time education,Male,"Three big cities (Amsterdam, Rotterdam, The Hague)",Dutch origin,SP,NA
559454,71,MBO 2-4,Part-time employed,Female,South  of the country,Dutch origin,PVV,NA
559455,34,HAVO/VWO,Part-time employed,Female,West of the country,NA,PvdA,NA
559456,24,MBO 2-4,Full-time employed,Male,South  of the country,Dutch origin,FvD,NA
559457,22,Bachelor,Unemployed and not searching for a job or incapacitated,Male,West of the country,Second generation Western immigrant,GL,NA
559459,50,MBO 2-4,Full-time employed,Female,South  of the country,Dutch origin,Not,FvD
559462,38,Bachelor,Part-time employed,Male,West of the country,Dutch origin,D66,NA
559464,35,MBO 2-4,Unemployed and not searching for a job or incapacitated,Male,West of the country,Dutch origin,SP,NA
559470,35,Master,Part-time employed,Male,"Three big cities (Amsterdam, Rotterdam, The Hague)",Dutch origin,D66,NA
559473,21,HAVO/VWO,Student or full-time education,Male,South  of the country,Dutch origin,SP,NA
559474,35,Bachelor,Part-time employed,Male,"Three big cities (Amsterdam, Rotterdam, The Hague)",First generation non-Western immigrant,Other,NA
559475,39,HAVO/VWO,Entrepreneur,Male,West of the country,Dutch origin,VVD,NA
559477,46,MBO 2-4,Unemployed and not searching for a job or incapacitated,Male,South  of the country,Dutch origin,NA,NA
559482,38,MBO 2-4,Unemployed and not searching for a job or incapacitated,Male,West of the country,Dutch origin,Not,NA
559483,41,MBO 2-4,Full-time employed,Male,West of the country,Dutch origin,Not,NA
559488,61,MBO 2-4,Full-time employed,Female,West of the country,Dutch origin,VVD,VVD
559489,60,"VMBO, MBO 1",Full-time employed,Female,South  of the country,Dutch origin,FvD,JA21
559493,40,"VMBO, MBO 1",Part-time employed,Female,North  of the country,Dutch origin,NA,SP
559494,66,VMBO-T,Retired,Male,West of the country,Dutch origin,SP,ChristenUnie
559497,64,VMBO-T,Unemployed and not searching for a job or incapacitated,Male,East  of the country,Dutch origin,PVV,PVV
559498,66,"VMBO, MBO 1",Retired,Male,North  of the country,Dutch origin,SP,SP
559505,44,HAVO/VWO,Unemployed and not searching for a job or incapacitated,Female,North  of the country,Dutch origin,GL,PvdA
559508,73,MBO 2-4,Retired,Female,East  of the country,Dutch origin,CDA,NA
559509,78,HAVO/VWO,Retired,Female,"Three big cities (Amsterdam, Rotterdam, The Hague)",Dutch origin,D66,NA
559512,68,HAVO/VWO,Retired,Female,"Three big cities (Amsterdam, Rotterdam, The Hague)",Dutch origin,Not,NA
559514,56,MBO 2-4,Full-time employed,Female,East  of the country,Dutch origin,CDA,CDA
559517,55,VMBO-T,Full-time employed,Male,West of the country,Dutch origin,50+,D66
559519,37,VMBO-T,Unemployed and not searching for a job or incapacitated,Male,South  of the country,Dutch origin,CDA,NA
559520,74,HAVO/VWO,Retired,Female,East  of the country,Dutch origin,D66,VVD
559521,76,HAVO/VWO,Retired,Male,West of the country,Dutch origin,VVD,VVD
559523,68,MBO 2-4,Retired,Female,North  of the country,Dutch origin,PvdA,PvdA
559524,61,Elementary,Housewife/Househusband or else,Female,South  of the country,Dutch origin,50+,NA
559526,45,Bachelor,Full-time employed,Female,South  of the country,Dutch origin,PvdA,PvdA
559527,54,MBO 2-4,Entrepreneur,Male,South  of the country,Dutch origin,PVV,NA
559530,68,MBO 2-4,Retired,Female,South  of the country,Dutch origin,VVD,NA
559531,47,HAVO/VWO,Part-time employed,Male,"Three big cities (Amsterdam, Rotterdam, The Hague)",Dutch origin,D66,NA
559532,51,MBO 2-4,Part-time employed,Male,South  of the country,Dutch origin,SP,SP
559535,54,MBO 2-4,Full-time employed,Female,South  of the country,Dutch origin,VVD,VVD
559537,22,Master,Full-time employed,Male,West of the country,Dutch origin,D66,NA
559540,30,HAVO/VWO,Full-time employed,Female,North  of the country,Dutch origin,D66,NA
559541,71,VMBO-T,Retired,Female,South  of the country,Dutch origin,Not,NA
559543,72,MBO 2-4,Retired,Female,South  of the country,Dutch origin,PVV,PVV
559545,69,HAVO/VWO,Retired,Male,"Three big cities (Amsterdam, Rotterdam, The Hague)",Second generation Western immigrant,VVD,VVD
559548,49,VMBO-T,Part-time employed,Male,West of the country,Dutch origin,SP,NA
559553,46,HAVO/VWO,Entrepreneur,Female,West of the country,Dutch origin,VVD,NA
559554,77,VMBO-T,Retired,Male,North  of the country,Dutch origin,FvD,JA21
559558,20,Bachelor,Student or full-time education,Male,South  of the country,Dutch origin,New,NA
559559,51,VMBO-T,Part-time employed,Male,North  of the country,Dutch origin,Not,NA
559563,47,VMBO-T,Housewife/Househusband or else,Male,West of the country,Dutch origin,SP,NA
559564,41,MBO 2-4,Full-time employed,Male,"Three big cities (Amsterdam, Rotterdam, The Hague)",Dutch origin,ChristenUnie,NA
559566,58,HAVO/VWO,Full-time employed,Female,South  of the country,Dutch origin,VVD,SP
559568,46,MBO 2-4,Part-time employed,Male,West of the country,Second generation Western immigrant,FvD,NA
559572,75,MBO 2-4,Retired,Female,"Three big cities (Amsterdam, Rotterdam, The Hague)",Dutch origin,Not,NA
559573,23,Bachelor,Full-time employed,Male,"Three big cities (Amsterdam, Rotterdam, The Hague)",Dutch origin,Not,NA
559578,20,Bachelor,Student or full-time education,Male,West of the country,Dutch origin,New,NA
559580,24,Master,Part-time employed,Male,West of the country,Dutch origin,PvdA,NA
559594,44,Bachelor,Part-time employed,Male,South  of the country,Dutch origin,VVD,NA
559595,37,HAVO/VWO,Full-time employed,Male,South  of the country,Dutch origin,PvdA,NA
559598,39,Bachelor,Full-time employed,Male,West of the country,Dutch origin,VVD,NA
559600,44,MBO 2-4,Unemployed and searching for a job,Male,South  of the country,Dutch origin,CDA,NA
559601,40,Bachelor,Part-time employed,Male,South  of the country,Dutch origin,VVD,NA
559602,38,Master,Full-time employed,Male,South  of the country,Dutch origin,Not,NA
559604,42,Bachelor,Part-time employed,Male,South  of the country,Dutch origin,PvdD,NA
